"","country","track.name","chart_number","track.popularity","artist.name","track.album.name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type"
"332","Topsify","WAP (feat. Megan Thee Stallion)",19,95,"Cardi B","WAP (feat. Megan Thee Stallion)",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,"audio_features"
"333","Topsify","Problems",18,69,"Anne-Marie","Problems",0.704,0.445,6,-8.345,0,0.0559,0.615,0,0.346,0.653,139.975,"audio_features"
"334","Topsify","Take You Dancing",17,91,"Jason Derulo","Take You Dancing",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,"audio_features"
"335","Topsify","I Hope (feat. Charlie Puth)",16,74,"Gabby Barrett","Goldmine",0.554,0.576,6,-6.495,1,0.0399,0.171,0,0.159,0.409,74.942,"audio_features"
"336","Topsify","New Face",15,24,"Maraaya","New Face",0.629,0.881,11,-5.158,0,0.0735,0.0356,0.000103,0.166,0.617,97.992,"audio_features"
"337","Topsify","What That Speed Bout!?",14,77,"Mike WiLL Made-It","What That Speed Bout!?",0.755,0.81,10,-4.061,0,0.235,0.125,0,0.382,0.297,101.93,"audio_features"
"338","Topsify","Spicy (feat. Post Malone)",13,81,"Ty Dolla $ign","Spicy (feat. Post Malone)",0.784,0.496,7,-5.746,1,0.0435,0.14,0,0.113,0.132,100.002,"audio_features"
"339","Topsify","Whoopty",12,90,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features"
"340","Topsify","Never Say Goodbye",11,46,"Audiosoulz","Never Say Goodbye",0.661,0.888,2,-3.17,0,0.0343,0.0312,0.00318,0.17,0.347,116.044,"audio_features"
"341","Topsify","In Your Eyes (feat. Alida)",10,80,"Robin Schulz","In Your Eyes (feat. Alida)",0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,"audio_features"
"342","Topsify","Real Groove",9,52,"Kylie Minogue","DISCO (Deluxe)",0.816,0.596,5,-6.122,0,0.0571,0.0535,0.000481,0.0857,0.527,116.995,"audio_features"
"343","Topsify","Head & Heart (feat. MNEK)",8,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"344","Topsify","Top Say",7,63,"YoungBoy Never Broke Again","Until I Return",0.841,0.654,9,-6.448,0,0.37,0.0228,0,0.138,0.643,79.952,"audio_features"
"345","Topsify","The Business",6,88,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features"
"346","Topsify","Let's Love",5,83,"David Guetta","Let's Love",0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998,"audio_features"
"347","Topsify","Teenage Runaway",4,51,"Burak Yeter","Teenage Runaway",0.683,0.523,1,-6.42,1,0.0341,0.052,1.05e-06,0.0601,0.511,94.014,"audio_features"
"348","Topsify","Me Gusta - Remix (feat. Cardi B & 24kGoldn)",3,69,"Anitta","Me Gusta [Remix (feat. Cardi B & 24kGoldn)]",0.902,0.721,6,-4.199,0,0.0768,0.457,0,0.0716,0.788,110.044,"audio_features"
"349","Topsify","Who's Laughing Now",2,56,"Ava Max","Who's Laughing Now",0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,"audio_features"
"350","Topsify","Kings & Queens",1,63,"Ava Max","Kings & Queens",0.638,0.688,1,-4.056,0,0.0407,0.00775,0,0.126,0.434,129.856,"audio_features"
"351","Cyprus","Heat Waves",50,72,"Glass Animals","Dreamland (+ Bonus Levels)",0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,"audio_features"
"352","Cyprus","Den Fovithika",49,42,"Stelios Rokkos","Den Fovithika",0.61,0.544,9,-8.566,1,0.0413,0.529,0,0.112,0.203,80.983,"audio_features"
"353","Cyprus","Blood // Water",48,82,"grandson","Blood // Water",0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,"audio_features"
"354","Cyprus","XILIOMETRA",47,63,"Mad Clip","XILIOMETRA",0.744,0.657,2,-6.451,1,0.0592,0.247,0,0.0942,0.164,100.023,"audio_features"
"355","Cyprus","Beggin'",46,46,"Madcon","Beggin'",0.718,0.794,4,-5.142,0,0.0634,0.0261,0,0.0735,0.473,129.071,"audio_features"
"356","Cyprus","Hawái - Remix",45,90,"Maluma","Hawái (Remix)",0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,"audio_features"
"357","Cyprus","Mr Loverman",44,82,"Ricky Montgomery","Montgomery Ricky",0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,"audio_features"
"358","Cyprus","Filakes",43,54,"Strat","Filakes",0.64,0.639,9,-6.397,1,0.0669,0.149,0,0.271,0.298,167.864,"audio_features"
"359","Cyprus","Just the Two of Us (feat. Bill Withers)",42,82,"Grover Washington, Jr.","Anthology",0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,"audio_features"
"360","Cyprus","Emena Na Akous",41,51,"Nikos Oikonomopoulos","Emena Na Akous",0.536,0.717,6,-6.651,1,0.0314,0.216,0,0.386,0.723,154.084,"audio_features"
"361","Cyprus","WITHOUT YOU",40,86,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,"audio_features"
"362","Cyprus","Promiscuous",39,82,"Nelly Furtado","Loose (International Version)",0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,"audio_features"
"363","Cyprus","Kamikazi",38,53,"Dof Twogee","Kamikazi",0.962,0.706,2,-5.764,0,0.0686,0.64,0.000163,0.121,0.593,113.994,"audio_features"
"364","Cyprus","Jerusalema (feat. Nomcebo Zikode)",37,85,"Master KG","Jerusalema",0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,"audio_features"
"365","Cyprus","At My Worst",36,54,"Pink Sweat$","At My Worst (Joel Corry Remix)",0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,"audio_features"
"366","Cyprus","Psila",35,39,"EPITHE","Psila",0.748,0.683,7,-6.693,0,0.0979,0.292,5.22e-05,0.0781,0.578,180.032,"audio_features"
"367","Cyprus","Little Dark Age",34,82,"MGMT","Little Dark Age",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,"audio_features"
"368","Cyprus","positions",33,97,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features"
"369","Cyprus","Den Eisai Edo",32,55,"Tamta","Den Eisai Edo",0.656,0.658,5,-8.343,1,0.256,0.397,4.04e-05,0.198,0.562,180.031,"audio_features"
"370","Cyprus","pov",31,90,"Ariana Grande","Positions",0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,"audio_features"
"371","Cyprus","Vittorio",30,46,"LEX","2XXX",0.464,0.597,2,-9.813,1,0.222,0.627,0.82,0.213,0.271,81.07,"audio_features"
"372","Cyprus","Why'd You Only Call Me When You're High?",29,62,"Arctic Monkeys","AM",0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,"audio_features"
"373","Cyprus","DÁKITI",28,88,"Bad Bunny","EL ÚLTIMO TOUR DEL MUNDO",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,"audio_features"
"374","Cyprus","Lonely (with benny blanco)",27,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features"
"375","Cyprus","Street Values",26,64,"VLOSPA","Street Values",0.714,0.843,8,-6.958,1,0.273,0.292,0,0.332,0.774,139.932,"audio_features"
"376","Cyprus","Lovefool",25,84,"twocolors","Lovefool",0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,"audio_features"
"377","Cyprus","Gia Sena Mono",24,48,"Yianna Terzi","Gia Sena Mono",0.287,0.543,2,-10.561,0,0.134,0.435,0,0.1,0.552,65.135,"audio_features"
"378","Cyprus","Therefore I Am",23,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"379","Cyprus","505",22,77,"Arctic Monkeys","Favourite Worst Nightmare (Standard Version)",0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,"audio_features"
"380","Cyprus","Daddy Issues",21,86,"The Neighbourhood","Wiped Out!",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"audio_features"
"381","Cyprus","Just the Two of Us",20,75,"Grover Washington, Jr.","Winelight",0.743,0.43,10,-14.575,0,0.0906,0.445,0.363,0.0455,0.593,95.406,"audio_features"
"382","Cyprus","Line Without a Hook",19,82,"Ricky Montgomery","Montgomery Ricky",0.432,0.652,8,-4.969,1,0.0285,0.262,0,0.258,0.507,190.028,"audio_features"
"383","Cyprus","Mi Thimonis",18,49,"Petros Iakovidis","Mi Thimonis",0.644,0.938,10,-2.438,0,0.0665,0.133,0,0.266,0.809,178.115,"audio_features"
"384","Cyprus","Whoopty",17,90,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features"
"385","Cyprus","Googlare",16,56,"Ypo","Googlare",0.845,0.675,8,-6.207,1,0.0595,0.253,5.57e-05,0.165,0.531,110.009,"audio_features"
"386","Cyprus","The Business",15,88,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features"
"387","Cyprus","Paradise (feat. Dermot Kennedy)",14,88,"MEDUZA","Paradise",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,"audio_features"
"388","Cyprus","OUT WEST (feat. Young Thug)",13,84,"JACKBOYS","JACKBOYS",0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,"audio_features"
"389","Cyprus","Ruthless (Nice Guys Always Finish Last)",12,81,"MarMar Oso","Oso Different",0.724,0.269,5,-15.465,1,0.0456,0.388,0,0.0808,0.866,86.042,"audio_features"
"390","Cyprus","Robbery",11,88,"Juice WRLD","Death Race For Love",0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,"audio_features"
"391","Cyprus","34+35",10,94,"Ariana Grande","Positions",0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,"audio_features"
"392","Cyprus","HOLIDAY",9,90,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features"
"393","Cyprus","Wonder",8,73,"Shawn Mendes","Wonder",0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,"audio_features"
"394","Cyprus","Love Your Voice",7,74,"JONY","Список твоих мыслей",0.608,0.83,9,-5.396,0,0.0948,0.597,3.5e-06,0.118,0.211,91.063,"audio_features"
"395","Cyprus","Afto Pou Agapas",6,53,"Giorgos Sabanis","Afto Pou Agapas",0.565,0.403,1,-9.775,1,0.0291,0.512,0,0.219,0.143,136.124,"audio_features"
"396","Cyprus","I Wanna Be Yours",5,54,"Arctic Monkeys","AM",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,"audio_features"
"397","Cyprus","Sofia",4,89,"Clairo","Immunity",0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,"audio_features"
"398","Cyprus","E-GIRLS ARE RUINING MY LIFE!",3,86,"CORPSE","E-GIRLS ARE RUINING MY LIFE!",0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,"audio_features"
"399","Cyprus","Lemonade (feat. Gunna, Don Toliver & NAV)",2,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features"
"400","Cyprus","Jenny",1,57,"Studio Killers","Studio Killers",0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929,"audio_features"
"401","Czech","Plastic",50,61,"Viktor Sheen","Barvy",0.771,0.754,5,-6.043,0,0.0565,0.356,3.66e-06,0.14,0.147,91.017,"audio_features"
"402","Czech","Zdál Se Mi O Tobě Sen",49,57,"Yzomandias","Prozyum",0.771,0.605,0,-12.91,1,0.234,0.16,0,0.287,0.601,127.972,"audio_features"
"403","Czech","All I Want for Christmas Is You",48,95,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features"
"404","Czech","Santa Tell Me",47,93,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features"
"405","Czech","It's Beginning to Look a Lot like Christmas",46,73,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features"
"406","Czech","Dlouhý noci",45,56,"CA$HANOVA BULHAR","THUG LOVE SOFIA",0.675,0.557,11,-8.24,0,0.129,0.33,0,0.0893,0.286,150.989,"audio_features"
"407","Czech","Blinding Lights",44,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features"
"408","Czech","Roses - Imanbek Remix",43,65,"SAINt JHN","While The World Was Burning",0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,"audio_features"
"409","Czech","Někdy Je Míň Víc",42,56,"Yzomandias","Prozyum",0.85,0.49,6,-12.315,0,0.189,0.63,1.04e-06,0.672,0.598,120.009,"audio_features"
"410","Czech","Monster (Shawn Mendes & Justin Bieber)",41,74,"Shawn Mendes","Wonder",0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,"audio_features"
"411","Czech","It's the Most Wonderful Time of the Year",40,66,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features"
"412","Czech","Mlha",39,57,"Viktor Sheen","Barvy",0.807,0.693,6,-7.506,0,0.108,0.399,0.000398,0.13,0.411,118.985,"audio_features"
"413","Czech","Rozdíl Mezi Náma",38,55,"Yzomandias","Prozyum",0.444,0.517,10,-13.213,0,0.151,0.344,0,0.0834,0.616,92.369,"audio_features"
"414","Czech","Zrovna jí to najelo",37,55,"CA$HANOVA BULHAR","TIMBERLAKETRAPPED",0.717,0.544,9,-8.521,1,0.217,0.219,0.00155,0.112,0.37,154.951,"audio_features"
"415","Czech","Šílený",36,59,"Ben Cristovao","Šílený",0.79,0.632,1,-8.457,0,0.458,0.369,0,0.298,0.591,75.038,"audio_features"
"416","Czech","Až na měsíc",35,59,"Viktor Sheen","Černobílej svět",0.745,0.57,3,-10.411,0,0.0636,0.267,0,0.121,0.539,115.086,"audio_features"
"417","Czech","Happy Xmas (War Is Over) - Remastered 2010",34,86,"John Lennon","Signature Box",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,"audio_features"
"418","Czech","Rockin' Around The Christmas Tree",33,92,"Brenda Lee","Merry Christmas From Brenda Lee",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,"audio_features"
"419","Czech","Last Christmas",32,85,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features"
"420","Czech","Cops & Opps",31,56,"Yzomandias","Prozyum",0.65,0.529,6,-12.744,1,0.434,0.45,0,0.15,0.564,150.021,"audio_features"
"421","Czech","Let It Snow! Let It Snow! Let It Snow!",30,89,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features"
"422","Czech","Jeď Tvrdě Nebo Jeď Domu",29,55,"Yzomandias","Prozyum",0.793,0.563,2,-12.392,0,0.219,0.551,0.000356,0.187,0.613,125.102,"audio_features"
"423","Czech","El Camino",28,58,"Yzomandias","Melanž",0.885,0.621,11,-7.654,0,0.148,0.489,1.68e-06,0.127,0.4,119.975,"audio_features"
"424","Czech","Amnezia",27,57,"Yzomandias","Prozyum",0.84,0.472,1,-12.669,0,0.316,0.388,0,0.18,0.69,140.148,"audio_features"
"425","Czech","Alucard",26,60,"Viktor Sheen","Barvy",0.75,0.711,11,-6.081,0,0.0429,0.285,2.25e-05,0.32,0.496,140.023,"audio_features"
"426","Czech","Breaking Me",25,91,"Topic","Breaking Me",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,"audio_features"
"427","Czech","Vánoce Na Míru",24,54,"Ewa Farna","Vanoce Na Miru",0.603,0.41,7,-10.775,1,0.0388,0.803,0.00211,0.27,0.317,129.916,"audio_features"
"428","Czech","Underneath the Tree",23,87,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features"
"429","Czech","Mood (feat. iann dior)",22,98,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features"
"430","Czech","you broke me first",21,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features"
"431","Czech","Ve Výšce",20,55,"Yzomandias","Prozyum",0.745,0.355,4,-15.234,0,0.223,0.639,0.000141,0.671,0.501,129.973,"audio_features"
"432","Czech","Therefore I Am",19,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"433","Czech","Vánoční",18,53,"Kryštof","Vánoční",0.464,0.641,4,-8.917,1,0.0731,0.122,0.000137,0.338,0.32,79.814,"audio_features"
"434","Czech","Pumpa",17,59,"Ego","EGOTRON",0.669,0.934,1,-4.028,1,0.0844,0.0332,0.000172,0.253,0.577,174.937,"audio_features"
"435","Czech","Je Mi Fajn",16,48,"Earth","Therapy",0.756,0.664,6,-4.493,1,0.217,0.312,0,0.125,0.201,81.993,"audio_features"
"436","Czech","Půlnoční",15,54,"Václav Neckář","Dobrý Časy",0.768,0.279,2,-11.401,1,0.0374,0.429,0.000917,0.122,0.434,89.992,"audio_features"
"437","Czech","Adikt Freestyle Remix",14,56,"Yzomandias","Prozyum",0.785,0.598,4,-12.262,1,0.103,0.224,0,0.0874,0.567,82.949,"audio_features"
"438","Czech","Rozdělený světy",13,60,"Viktor Sheen","Barvy",0.712,0.66,9,-7.68,0,0.032,0.331,5.66e-05,0.0904,0.418,111.068,"audio_features"
"439","Czech","Head & Heart (feat. MNEK)",12,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"440","Czech","The Business",11,88,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features"
"441","Czech","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",10,84,"Ofenbach","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,"audio_features"
"442","Czech","Watermelon Sugar",9,93,"Harry Styles","Fine Line",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,"audio_features"
"443","Czech","HOLIDAY",8,90,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features"
"444","Czech","Wonder",7,73,"Shawn Mendes","Wonder",0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,"audio_features"
"445","Czech","Designer Flow",6,54,"Yzomandias","Prozyum",0.867,0.322,9,-15.798,0,0.4,0.688,2.63e-05,0.456,0.493,127.025,"audio_features"
"446","Czech","Emoce Na Emoce",5,56,"Ektor","Emoce Na Emoce",0.83,0.498,5,-12.298,0,0.224,0.191,0,0.0768,0.369,97.046,"audio_features"
"447","Czech","Lemonade (feat. Gunna, Don Toliver & NAV)",4,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features"
"448","Czech","Rolls",3,61,"Yzomandias","Melanž",0.719,0.702,2,-8.463,1,0.112,0.232,0,0.119,0.512,142.094,"audio_features"
"449","Czech","Someone You Loved",2,91,"Lewis Capaldi","Divinely Uninspired To A Hellish Extent",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,"audio_features"
"450","Czech","Jingle Bell Rock",1,87,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features"
"451","Denmark","Do They Know It's Christmas? - 1984 Version",50,84,"Band Aid","Do They Know It's Christmas?",0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,"audio_features"
"452","Denmark","All I Want for Christmas Is You",49,95,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features"
"453","Denmark","Santa Tell Me",48,93,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features"
"454","Denmark","It's Beginning to Look a Lot like Christmas",47,73,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features"
"455","Denmark","Kongespil - Tinka og Kongespillet",46,61,"Hjalmer","Midt I En Drøm Eller Noget Der Ligner",0.595,0.369,4,-8.489,0,0.0291,0.357,0,0.118,0.259,90.949,"audio_features"
"456","Denmark","Julefeber",45,55,"Oh Land","Julefeber",0.571,0.497,3,-6.727,0,0.0375,0.593,2.38e-06,0.156,0.305,127.452,"audio_features"
"457","Denmark","Blå Himmel (feat. Hans Philip)",44,66,"KESI","BO4L",0.743,0.529,3,-5.292,1,0.107,0.2,0,0.244,0.505,102.027,"audio_features"
"458","Denmark","Blinding Lights",43,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features"
"459","Denmark","Der' Noget I December",42,63,"Rasmus Seebach","Verden Ka' Vente",0.835,0.425,5,-8.806,1,0.0367,0.538,0,0.08,0.779,96.001,"audio_features"
"460","Denmark","My Only Wish (This Year)",41,80,"Britney Spears","My Only Wish (This Year)",0.669,0.843,0,-3.766,1,0.0268,0.169,0,0.195,0.702,147.08,"audio_features"
"461","Denmark","Jesus & Josefine",40,52,"Julie","Absolute Christmas 2019 - Den Bedste Julemusik",0.747,0.44,7,-9.452,1,0.035,0.0359,0.00217,0.0796,0.819,100.017,"audio_features"
"462","Denmark","HERE (For Christmas)",39,66,"Lukas Graham","HERE (For Christmas)",0.742,0.625,8,-5.296,1,0.059,0.296,0,0.148,0.31,114.902,"audio_features"
"463","Denmark","Monster (Shawn Mendes & Justin Bieber)",38,74,"Shawn Mendes","Wonder",0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,"audio_features"
"464","Denmark","It's the Most Wonderful Time of the Year",37,66,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features"
"465","Denmark","Til Banken (Natasja X Tessa X Karen Mukupa)",36,65,"Natasja","Til Banken (Natasja X Tessa X Karen Mukupa)",0.819,0.875,11,-5.133,0,0.148,0.196,0,0.113,0.962,89.997,"audio_features"
"466","Denmark","Jul På Vesterbro",35,61,"Anders Matthesen","Jul På Vesterbro",0.735,0.692,0,-7.838,1,0.193,0.307,0,0.22,0.869,85,"audio_features"
"467","Denmark","WITHOUT YOU",34,86,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,"audio_features"
"468","Denmark","Driving Home for Christmas - 2019 Remaster",33,78,"Chris Rea","Dancing with Strangers (Deluxe Edition, 2019 Remaster)",0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,"audio_features"
"469","Denmark","Happy Xmas (War Is Over) - Remastered 2010",32,86,"John Lennon","Signature Box",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,"audio_features"
"470","Denmark","Tinka",31,54,"Burhan G","Et Barn Af Jul",0.565,0.639,4,-6.599,1,0.0301,0.385,0,0.105,0.427,90.981,"audio_features"
"471","Denmark","Last Christmas",30,85,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features"
"472","Denmark","Når Sneen Falder",29,53,"Thomas Helmig","Når Sneen Falder",0.609,0.751,2,-8.779,1,0.0346,0.148,2.6e-05,0.111,0.748,165.91,"audio_features"
"473","Denmark","I En Stjerneregn Af Sne",28,63,"Mads Langer","I En Stjerneregn Af Sne",0.44,0.692,0,-5.371,1,0.0493,0.318,0,0.0922,0.298,78.39,"audio_features"
"474","Denmark","Guld Jul",27,61,"Gulddreng","Guld Jul",0.326,0.511,0,-4.737,1,0.0375,0.333,0,0.102,0.212,83.01,"audio_features"
"475","Denmark","Merry Christmas Everyone",26,84,"Shakin' Stevens","Merry Christmas Everyone",0.534,0.904,9,-3.315,1,0.0369,0.129,0,0.128,0.96,202.899,"audio_features"
"476","Denmark","Let It Snow! Let It Snow! Let It Snow!",25,89,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features"
"477","Denmark","positions",24,97,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features"
"478","Denmark","Drømte Mig En Lille Drøm",23,44,"Dicte","Julekalendersange - Stjernestøv, Tag Mig Med, Drømte Mig En Lille Drøm m.fl.",0.617,0.615,0,-5.832,1,0.0324,0.109,0,0.404,0.574,120.06,"audio_features"
"479","Denmark","Kopenhagen (feat. ICEKIID & Noah Carter)",22,62,"Gilli","Kopenhagen (feat. ICEKIID & Noah Carter)",0.747,0.672,11,-4.381,0,0.349,0.206,0,0.125,0.766,99.719,"audio_features"
"480","Denmark","Underneath the Tree",21,87,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features"
"481","Denmark","SO DONE",20,82,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,"audio_features"
"482","Denmark","Mood (feat. iann dior)",19,98,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features"
"483","Denmark","Let Love Be Love",18,8,"Juice","Let Love Be Love (feat. Remee)",0.671,0.562,6,-6.207,1,0.023,0.163,0,0.109,0.288,89.035,"audio_features"
"484","Denmark","Jul i Angora",17,61,"Drengene Fra Angora","Drengene fra Angora",0.657,0.6,10,-8.501,1,0.0298,0.0295,0,0.217,0.494,132.053,"audio_features"
