"","country","track.name","chart_number","track.popularity","artist.name","track.album.name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","danceability_weighted","energy_weighted","temper"
"463","Denmark","It's the Most Wonderful Time of the Year",38,62,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features",8.892,19.988,28.88
"464","Denmark","Til Banken (Natasja X Tessa X Karen Mukupa)",37,65,"Natasja","Til Banken (Natasja X Tessa X Karen Mukupa)",0.819,0.875,11,-5.133,0,0.148,0.196,0,0.113,0.962,89.997,"audio_features",30.303,32.375,62.678
"465","Denmark","Jul På Vesterbro",36,55,"Anders Matthesen","Jul På Vesterbro",0.735,0.692,0,-7.838,1,0.193,0.307,0,0.22,0.869,85,"audio_features",26.46,24.912,51.372
"466","Denmark","Driving Home for Christmas - 2019 Remaster",35,70,"Chris Rea","Dancing with Strangers (Deluxe Edition, 2019 Remaster)",0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,"audio_features",17.955,20.405,38.36
"467","Denmark","Happy Xmas (War Is Over) - Remastered 2010",34,79,"John Lennon","Signature Box",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,"audio_features",10.914,21.76,32.674
"468","Denmark","Tinka",33,49,"Burhan G","Et Barn Af Jul",0.565,0.639,4,-6.599,1,0.0301,0.385,0,0.105,0.427,90.981,"audio_features",18.645,21.087,39.732
"469","Denmark","Last Christmas",32,76,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features",23.52,15.296,38.816
"470","Denmark","Når Sneen Falder",31,46,"Thomas Helmig","Når Sneen Falder",0.609,0.751,2,-8.779,1,0.0346,0.148,2.6e-05,0.111,0.748,165.91,"audio_features",18.879,23.281,42.16
"471","Denmark","I En Stjerneregn Af Sne",30,58,"Mads Langer","I En Stjerneregn Af Sne",0.44,0.692,0,-5.371,1,0.0493,0.318,0,0.0922,0.298,78.39,"audio_features",13.2,20.76,33.96
"472","Denmark","Guld Jul",29,55,"Gulddreng","Guld Jul",0.326,0.511,0,-4.737,1,0.0375,0.333,0,0.102,0.212,83.01,"audio_features",9.454,14.819,24.273
"473","Denmark","Merry Christmas Everyone",28,75,"Shakin' Stevens","Merry Christmas Everyone",0.534,0.904,9,-3.315,1,0.0369,0.129,0,0.128,0.96,202.899,"audio_features",14.952,25.312,40.264
"474","Denmark","Let It Snow! Let It Snow! Let It Snow!",27,83,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features",12.177,6.48,18.657
"475","Denmark","Thank God It's Christmas - Non-Album Single",26,66,"Queen","The Works (Deluxe Edition 2011 Remaster)",0.296,0.421,7,-8.891,1,0.0285,0.214,0,0.232,0.335,83.425,"audio_features",7.696,10.946,18.642
"476","Denmark","Monster (Shawn Mendes & Justin Bieber)",25,90,"Shawn Mendes","Monster",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,"audio_features",16.3,9.575,25.875
"477","Denmark","positions",24,96,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features",17.688,19.248,36.936
"478","Denmark","Drømte Mig En Lille Drøm",23,37,"Dicte","Julekalendersange - Stjernestøv, Tag Mig Med, Drømte Mig En Lille Drøm m.fl.",0.617,0.615,0,-5.832,1,0.0324,0.109,0,0.404,0.574,120.06,"audio_features",14.191,14.145,28.336
"479","Denmark","Kopenhagen (feat. ICEKIID & Noah Carter)",22,52,"Gilli","Kopenhagen (feat. ICEKIID & Noah Carter)",0.747,0.672,11,-4.381,0,0.349,0.206,0,0.125,0.766,99.719,"audio_features",16.434,14.784,31.218
"480","Denmark","Underneath the Tree",21,81,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features",10.689,17.052,27.741
"481","Denmark","Mood (feat. iann dior)",20,99,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features",14,14.44,28.44
"482","Denmark","Let Love Be Love",19,6,"Juice","Let Love Be Love (feat. Remee)",0.671,0.562,6,-6.207,1,0.023,0.163,0,0.109,0.288,89.035,"audio_features",12.749,10.678,23.427
"483","Denmark","Jul i Angora",18,54,"Drengene Fra Angora","Drengene fra Angora",0.657,0.6,10,-8.501,1,0.0298,0.0295,0,0.217,0.494,132.053,"audio_features",11.826,10.8,22.626
"484","Denmark","Jul Det' Cool",17,54,"Mc Einar","Jul Det' Cool",0.908,0.529,11,-9.116,1,0.0926,0.21,0,0.133,0.927,95.062,"audio_features",15.436,8.993,24.429
"485","Denmark","Lonely (with benny blanco)",16,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features",10.096,3.824,13.92
"486","Denmark","Lille Store Verden",15,58,"Rasmus Seebach","Verden Ka' Vente",0.605,0.424,9,-8.012,0,0.0381,0.396,0,0.241,0.463,89.88,"audio_features",9.075,6.36,15.435
"487","Denmark","Rockin' Around The Christmas Tree",14,66,"Mel & Kim","Rockin' Around The Christmas Tree",0.578,0.589,10,-10.795,1,0.108,0.65,0,0.209,0.657,144.148,"audio_features",8.092,8.246,16.338
"488","Denmark","Tidsrejsen",13,54,"Caroline Castell","Tidsrejsen",0.681,0.742,0,-6.154,1,0.038,0.367,1.23e-06,0.0658,0.522,135.988,"audio_features",8.853,9.646,18.499
"489","Denmark","Nu Er Det Jul (Nissebanden)",12,52,"Burhan G","Et Barn Af Jul",0.596,0.546,2,-7.993,1,0.0496,0.132,0,0.0956,0.204,139.091,"audio_features",7.152,6.552,13.704
"490","Denmark","ErruDumEllaHvad",11,67,"ICEKIID","ErruDumEllaHvad",0.922,0.708,8,-5.618,0,0.262,0.281,0.000168,0.279,0.732,104.055,"audio_features",10.142,7.788,17.93
"491","Denmark","Tracksuit (feat. AMRO)",10,51,"Benny Jamz","Tracksuit (feat. AMRO)",0.889,0.574,1,-8.749,0,0.268,0.0971,0,0.0599,0.627,137.926,"audio_features",8.89,5.74,14.63
"492","Denmark","Solhverv",9,66,"Lord Siva","Solhverv",0.81,0.674,2,-6.251,0,0.0446,0.00792,1.45e-05,0.0527,0.834,139.949,"audio_features",7.29,6.066,13.356
"493","Denmark","HUNDO",8,66,"Branco","HUNDO",0.561,0.664,11,-6.98,0,0.296,0.142,1.72e-05,0.312,0.678,139.458,"audio_features",4.488,5.312,9.8
"494","Denmark","Blæstegnen (feat. Orgi-E)",7,50,"Tessa","Blæstegnen (feat. Orgi-E)",0.87,0.643,1,-4.753,1,0.28,0.0909,0,0.181,0.418,102.983,"audio_features",6.09,4.501,10.591
"495","Denmark","Lemonade (feat. Gunna, Don Toliver & NAV)",6,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features",4.8,3.948,8.748
"496","Denmark","Dejlig",5,66,"Jimilian","Dejlig",0.845,0.572,7,-7.692,0,0.14,0.124,0,0.0918,0.61,105.03,"audio_features",4.225,2.86,7.085
"497","Denmark","Feliz Navidad",4,75,"José Feliciano","The Definite Best",0.485,0.857,2,-7.059,1,0.0442,0.534,0,0.347,0.963,148.749,"audio_features",1.94,3.428,5.368
"498","Denmark","Den Himmelblå",3,38,"Shu-Bi-Dua","Rap Jul & Godt Nytår",0.492,0.822,5,-4.673,1,0.034,0.262,0.000617,0.411,0.67,109.709,"audio_features",1.476,2.466,3.942
"499","Denmark","Jingle Bell Rock",2,59,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features",1.508,0.848,2.356
"500","Denmark","Mistletoe",1,82,"Justin Bieber","Under The Mistletoe (Deluxe Edition)",0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,"audio_features",0.657,0.56,1.217
"501","Estonia","SOS (Siimi Remix)",50,44,"Pluuto","SOS (Siimi Remix)",0.583,0.831,10,-3.219,1,0.104,0.316,2.85e-05,0.293,0.319,174.013,"audio_features",29.15,41.55,70.7
"502","Estonia","All I Want for Christmas Is You",49,90,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features",16.464,30.723,47.187
"503","Estonia","Santa Tell Me",48,87,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features",25.2,29.808,55.008
"504","Estonia","It's Beginning to Look a Lot like Christmas",47,69,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features",15.933,10.058,25.991
"505","Estonia","For The Night (feat. Lil Baby & DaBaby)",46,94,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,"audio_features",37.858,26.956,64.814
"506","Estonia","loodus ja hobused",45,48,"5MIINUST","loodus ja hobused",0.726,0.763,9,-4.59,1,0.0577,0.0978,0,0.37,0.775,130.067,"audio_features",32.67,34.335,67.005
"507","Estonia","Blinding Lights",44,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features",22.616,32.12,54.736
"508","Estonia","Maakas",43,42,"Clicherik & Mäx","Maakas",0.813,0.79,6,-5.071,0,0.16,0.0667,0,0.166,0.853,109.956,"audio_features",34.959,33.97,68.929
"509","Estonia","Снова я напиваюсь",42,73,"SLAVA MARLOW","Снова я напиваюсь",0.893,0.53,8,-6.299,1,0.0398,0.12,1.46e-06,0.117,0.617,104.037,"audio_features",37.506,22.26,59.766
"510","Estonia","It's the Most Wonderful Time of the Year",41,62,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features",9.594,21.566,31.16
"511","Estonia","What You Know Bout Love",40,95,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,"audio_features",28.36,21.92,50.28
"512","Estonia","Rockin' Around The Christmas Tree",39,86,"Brenda Lee","Merry Christmas From Brenda Lee",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,"audio_features",22.971,18.408,41.379
"513","Estonia","Last Christmas",38,76,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features",27.93,18.164,46.094
"514","Estonia","Laiaks Lüüa",37,43,"Nublu","Laiaks Lüüa",0.753,0.45,11,-9.925,1,0.209,0.609,0.0037,0.165,0.72,100.011,"audio_features",27.861,16.65,44.511
"515","Estonia","Prisoner (feat. Dua Lipa)",36,64,"Miley Cyrus","Plastic Hearts",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,"audio_features",28.116,24.12,52.236
"516","Estonia","Let It Snow! Let It Snow! Let It Snow!",35,83,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features",15.785,8.4,24.185
"517","Estonia","Aluspükse",34,45,"5MIINUST","Aluspükse",0.725,0.771,9,-5.551,0,0.221,0.388,1.4e-06,0.362,0.544,119.998,"audio_features",24.65,26.214,50.864
"518","Estonia","Come & Go (with Marshmello)",33,89,"Juice WRLD","Legends Never Die",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,"audio_features",20.625,26.862,47.487
"519","Estonia","EOS",32,42,"Pitsa","EOS",0.828,0.664,2,-5.283,1,0.102,0.0302,0,0.3,0.816,129.961,"audio_features",26.496,21.248,47.744
"520","Estonia","Monster (Shawn Mendes & Justin Bieber)",31,90,"Shawn Mendes","Monster",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,"audio_features",20.212,11.873,32.085
"521","Estonia","Tahmanägu",30,46,"Pitsa","Tahmanägu",0.688,0.808,5,-6.592,0,0.0374,0.0102,2.97e-06,0.419,0.517,120.014,"audio_features",20.64,24.24,44.88
"522","Estonia","positions",29,96,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features",21.373,23.258,44.631
"523","Estonia","Underneath the Tree",28,81,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features",14.252,22.736,36.988
"524","Estonia","Peo lõpp",27,46,"5MIINUST","Peo lõpp",0.682,0.755,6,-5.705,0,0.0712,0.11,0,0.294,0.779,95.076,"audio_features",18.414,20.385,38.799
"525","Estonia","Mood (feat. iann dior)",26,99,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features",18.2,18.772,36.972
"526","Estonia","für Oksana",25,46,"Nublu","für Oksana",0.802,0.677,8,-4.7,1,0.216,0.277,0.000154,0.078,0.87,170.065,"audio_features",20.05,16.925,36.975
"527","Estonia","you broke me first",24,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features",15.408,8.976,24.384
"528","Estonia","Midnight Sky",23,62,"Miley Cyrus","Plastic Hearts",0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,"audio_features",16.077,18.515,34.592
"529","Estonia","WAP (feat. Megan Thee Stallion)",22,95,"Cardi B","WAP (feat. Megan Thee Stallion)",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,"audio_features",20.57,9.988,30.558
"530","Estonia","Lonely (with benny blanco)",21,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features",13.251,5.019,18.27
"531","Estonia","Therefore I Am",20,94,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features",17.78,6.8,24.58
"532","Estonia","Serotoniin",19,19,"Genka","Serotoniin",0.762,0.739,8,-6.052,1,0.0347,0.00429,0,0.0955,0.717,105.989,"audio_features",14.478,14.041,28.519
"533","Estonia","Paaristõuked",18,43,"5MIINUST","Paaristõuked",0.688,0.821,4,-6.338,0,0.104,0.0344,0,0.0634,0.67,109.955,"audio_features",12.384,14.778,27.162
"534","Estonia","Croissantid",17,47,"Nublu","Croissantid",0.896,0.563,9,-6.746,0,0.0575,0.459,0.000114,0.0943,0.851,123.982,"audio_features",15.232,9.571,24.803
"535","Estonia","Head & Heart (feat. MNEK)",16,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features",11.744,13.984,25.728
"536","Estonia","soolane värska",15,41,"Villemdrillem","soolane värska",0.705,0.875,10,-4.046,1,0.159,0.0699,0,0.132,0.396,119.988,"audio_features",10.575,13.125,23.7
"537","Estonia","The Business",14,87,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features",11.172,8.68,19.852
"538","Estonia","Paradise (feat. Dermot Kennedy)",13,87,"MEDUZA","Paradise",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,"audio_features",8.216,7.735,15.951
"539","Estonia","Deep End",12,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features",8.532,7.104,15.636
"540","Estonia","niiea",11,44,"Villemdrillem","niiea",0.696,0.814,11,-5.771,0,0.0732,0.102,0.000417,0.172,0.602,136.01,"audio_features",7.656,8.954,16.61
"541","Estonia","avokaado (leidsin ta)",10,44,"Pitsa","avokaado (leidsin ta)",0.804,0.754,11,-6.537,0,0.0386,0.11,0,0.0661,0.547,123.016,"audio_features",8.04,7.54,15.58
"542","Estonia","Holly Jolly Christmas",9,70,"Michael Bublé","Christmas",0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,"audio_features",5.823,4.185,10.008
"543","Estonia","1-2",8,48,"Nublu","1-2",0.865,0.632,7,-5.467,1,0.184,0.0552,0.0111,0.0863,0.49,98.001,"audio_features",6.92,5.056,11.976
"544","Estonia","Watermelon Sugar",7,93,"Harry Styles","Fine Line",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,"audio_features",3.836,5.712,9.548
"545","Estonia","HOLIDAY",6,87,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features",4.86,3.066,7.926
"546","Estonia","Lemonade (feat. Gunna, Don Toliver & NAV)",5,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features",4,3.29,7.29
"547","Estonia","Universum",4,63,"Nublu","Universum",0.776,0.805,10,-5.928,0,0.205,0.25,0.00307,0.176,0.634,115.018,"audio_features",3.104,3.22,6.324
"548","Estonia","Jenny",3,52,"Studio Killers","Studio Killers",0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929,"audio_features",2.004,2.397,4.401
"549","Estonia","Jingle Bell Rock",2,59,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features",1.508,0.848,2.356
"550","Estonia","ROCKSTAR (feat. Roddy Ricch)",1,93,"DaBaby","BLAME IT ON BABY",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,"audio_features",0.746,0.69,1.436
"551","Finland","All I Want for Christmas Is You",50,90,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features",16.8,31.35,48.15
"552","Finland","Santa Tell Me",49,87,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features",25.725,30.429,56.154
"553","Finland","It's Beginning to Look a Lot like Christmas",48,69,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features",16.272,10.272,26.544
"554","Finland","Minä liityin sinuun - Vain elämää kausi 11",47,56,"Herra Ylppö","Minä liityin sinuun (Vain elämää kausi 11)",0.455,0.733,9,-7.397,0,0.0298,0.112,0,0.108,0.377,170.171,"audio_features",21.385,34.451,55.836
"555","Finland","Mariskalaatio - Vain elämää kausi 11",46,58,"Mariska","Mariskalaatio (Vain elämää kausi 11)",0.781,0.516,2,-7.484,1,0.155,0.0223,4.42e-06,0.165,0.431,101.98,"audio_features",35.926,23.736,59.662
"556","Finland","Blinding Lights",45,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features",23.13,32.85,55.98
"557","Finland","Lista hämäkkimiehen vihollisista - Vain elämää kausi 11",44,26,"Ressu Redford","Lista hämähäkkimiehen vihollisista (Vain elämää kausi 11)",0.589,0.644,0,-6.075,0,0.04,0.219,0,0.214,0.408,147.05,"audio_features",25.916,28.336,54.252
"558","Finland","Kuningaskobra (Vain elämää kausi 11)",43,58,"STIG","Kuningaskobra (Vain elämää kausi 11)",0.917,0.64,9,-6.012,0,0.0392,0.177,0.00304,0.0851,0.816,126.007,"audio_features",39.431,27.52,66.951
"559","Finland","Pojat ei tanssi (Vain elämää kausi 11)",42,14,"STIG","Pojat ei tanssi (Vain elämää kausi 11)",0.729,0.529,1,-6.385,0,0.0343,0.000317,7.5e-05,0.177,0.96,129.958,"audio_features",30.618,22.218,52.836
"560","Finland","Älä peitä mun aurinkoo (Vain elämää kausi 11)",41,56,"Reino Nordin","Älä peitä mun aurinkoo (Vain elämää kausi 11)",0.742,0.628,9,-5.036,1,0.142,0.0786,2.83e-06,0.0771,0.655,171.967,"audio_features",30.422,25.748,56.17
"561","Finland","Sata vuotta - Vain elämää kausi 11",40,27,"Jannika B","Sata vuotta (Vain elämää kausi 11)",0.546,0.765,8,-5.545,1,0.0425,0.000202,0.0694,0.305,0.806,166.94,"audio_features",21.84,30.6,52.44
"562","Finland","What You Know Bout Love",39,95,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,"audio_features",27.651,21.372,49.023
"563","Finland","Murha (Vain elämää kausi 11)",38,52,"Reino Nordin","Murha (Vain elämää kausi 11)",0.705,0.714,5,-4.244,1,0.0369,0.421,4.91e-05,0.12,0.282,83.03,"audio_features",26.79,27.132,53.922
"564","Finland","Ukkonen - Vain elämää kausi 11",37,12,"Arja Koriseva","Ukkonen",0.658,0.474,4,-8.378,0,0.0292,0.4,6e-04,0.131,0.501,104.962,"audio_features",24.346,17.538,41.884
"565","Finland","Frida",36,62,"BEHM","Draaman kaari viehättää",0.673,0.587,5,-6.422,0,0.0264,0.187,0,0.092,0.743,118.083,"audio_features",24.228,21.132,45.36
"566","Finland","Lady Domina",35,62,"Haloo Helsinki!","Lady Domina",0.594,0.85,1,-3.393,0,0.0395,0.151,0,0.361,0.629,95.012,"audio_features",20.79,29.75,50.54
"567","Finland","Last Christmas",34,76,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features",24.99,16.252,41.242
"568","Finland","Lupaan",33,62,"BEHM","Draaman kaari viehättää",0.419,0.225,4,-13.106,0,0.0399,0.878,0,0.0809,0.299,164.546,"audio_features",13.827,7.425,21.252
"569","Finland","Härkäinen myrkynkeittäjä (Vain elämää kausi 11)",32,51,"Vesku Jokinen","Härkäinen myrkynkeittäjä (Vain elämää kausi 11)",0.475,0.959,9,-5.318,0,0.236,0.0081,0,0.251,0.567,159.969,"audio_features",15.2,30.688,45.888
"570","Finland","Prisoner (feat. Dua Lipa)",31,64,"Miley Cyrus","Plastic Hearts",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,"audio_features",24.211,20.77,44.981
"571","Finland","Epäkohtelias (feat. Axel Kala & Gettomasa)",30,56,"Pyrythekid","Epäkohtelias (feat. Axel Kala & Gettomasa)",0.917,0.409,11,-9.537,1,0.24,0.176,0,0.122,0.611,95.015,"audio_features",27.51,12.27,39.78
"572","Finland","Liekki - Vain elämää kausi 11",29,52,"Ressu Redford","Liekki (Vain elämää kausi 11)",0.72,0.852,7,-5.296,0,0.0873,0.00222,0.00051,0.189,0.804,123,"audio_features",20.88,24.708,45.588
"573","Finland","Hei rakas",28,58,"BEHM","Draaman kaari viehättää",0.681,0.411,11,-10.32,0,0.0283,0.43,1.35e-06,0.135,0.243,115.031,"audio_features",19.068,11.508,30.576
"574","Finland","Monster (Shawn Mendes & Justin Bieber)",27,90,"Shawn Mendes","Monster",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,"audio_features",17.604,10.341,27.945
"575","Finland","Dinosauruksii",26,56,"Ellinoora","Dinosauruksii",0.594,0.688,9,-7.577,0,0.0301,0.286,0,0.365,0.285,104.916,"audio_features",15.444,17.888,33.332
"576","Finland","positions",25,96,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features",18.425,20.05,38.475
"577","Finland","Sami Kuronen - Vain elämää kausi 11",24,56,"Mariska","Sami Kuronen (Vain elämää kausi 11)",0.716,0.67,6,-6.82,1,0.117,0.177,0,0.38,0.625,85.98,"audio_features",17.184,16.08,33.264
"578","Finland","Joulun kanssas jaan (feat. Cantores Minores)",23,51,"Haloo Helsinki!","Joulun kanssas jaan (feat. Cantores Minores)",0.467,0.538,8,-8.784,1,0.0318,0.0479,7.02e-05,0.138,0.227,188.012,"audio_features",10.741,12.374,23.115
"579","Finland","Mood (feat. iann dior)",22,99,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features",15.4,15.884,31.284
"580","Finland","Päästä varpaisiin",21,61,"BEHM","Draaman kaari viehättää",0.483,0.184,11,-12.777,0,0.0356,0.929,3.85e-05,0.0851,0.303,179.879,"audio_features",10.143,3.864,14.007
"581","Finland","you broke me first",20,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features",12.84,7.48,20.32
"582","Finland","Pienen pojan elämää (Vain elämää kausi 11)",19,57,"STIG","Pienen pojan elämää (Vain elämää kausi 11)",0.572,0.896,0,-4.919,0,0.0359,0.102,0,0.36,0.93,104.975,"audio_features",10.868,17.024,27.892
"583","Finland","Pyyntö - Vain elämää kausi 11",18,62,"Jannika B","Pyyntö (Vain elämää kausi 11)",0.381,0.326,7,-8.907,1,0.0354,0.332,0.00179,0.164,0.206,144.658,"audio_features",6.858,5.868,12.726
"584","Finland","Syntisten pöytä",17,61,"Erika Vikman","Syntisten pöytä",0.685,0.892,1,-4.761,0,0.0282,0.0482,0,0.109,0.618,139.975,"audio_features",11.645,15.164,26.809
"585","Finland","WAP (feat. Megan Thee Stallion)",16,95,"Cardi B","WAP (feat. Megan Thee Stallion)",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,"audio_features",14.96,7.264,22.224
"586","Finland","Parisängyn lakanat - Vain elämää kausi 11",15,28,"Mariska","Parisängyn lakanat (Vain elämää kausi 11)",0.558,0.289,10,-7.941,0,0.0256,0.718,0,0.211,0.228,92.962,"audio_features",8.37,4.335,12.705
"587","Finland","Veli mä vannon",14,49,"Gettomasa","Veli mä vannon",0.781,0.57,8,-6.29,1,0.311,0.121,0,0.362,0.397,140.168,"audio_features",10.934,7.98,18.914
"588","Finland","Salama (Vain elämää kausi 11)",13,12,"Vesku Jokinen","Salama (Vain elämää kausi 11)",0.556,0.798,0,-5.309,1,0.0414,0.0234,0,0.331,0.736,78.528,"audio_features",7.228,10.374,17.602
"589","Finland","Lonely (with benny blanco)",12,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features",7.572,2.868,10.44
"590","Finland","Therefore I Am",11,94,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features",9.779,3.74,13.519
"591","Finland","Mies murtuu (Vain elämää kausi 11)",10,12,"Reino Nordin","Mies murtuu (Vain elämää kausi 11)",0.742,0.723,5,-6.054,0,0.0342,0.174,2.01e-05,0.195,0.53,126.056,"audio_features",7.42,7.23,14.65
"592","Finland","Kukkurukuu (feat. Yona) [Vain elämää kausi 11]",9,55,"STIG","Kukkurukuu (feat. Yona) [Vain elämää kausi 11]",0.323,0.474,0,-8.721,0,0.0381,0.0283,2.13e-05,0.106,0.2,144.155,"audio_features",2.907,4.266,7.173
"593","Finland","Penelope (feat. Clever)",8,60,"william","Shakespeare",0.795,0.673,9,-6.242,1,0.0365,0.0445,0,0.141,0.777,129.955,"audio_features",6.36,5.384,11.744
